id,old_id,code.x,area_cm2,fresh_wt_g,dry_wt_g,sla_cm2_g,lwc,code.y,Sample.number,Species.code,ecotype,X.N,X.C,C.N,NotesOnChanges,HtcmMn,HtcmSD,HtcmCV,ID.1,spines,ToughMn,ToughSD,ToughCV,WdDens10Mn,WdDens10SD,WdDens10CV 
ericameria_ophitidis_s,ericameria_ophitidis_s,erioph_s,2.575,0.1085,0.04455,58.25592,0.589400922,erioph_s,170,ERIOPH-S,S,1.44,44.71,31.04861111,,7.1,2.469817807,0.347861663,NA,NA,NA,NA,NA,0.409333333,0.226238516,0.552699958
erigeron_aliceae_n,erigeron_aliceae_n,eriali_n,92.298,1.8941,0.4727,195.2570341,0.750435563,eriali_n,91,ERIALI-N,N,2.11,40.9,19.38388626,,38.8,5.050852513,0.130176611,NA,NA,133,44.54710366,0.334940629,NA,NA,NA
erigeron_foliosus_var_confinis_s,erigeron_foliosus_var_confinis_s,erifol_s,40.208,1.115,0.2176,184.7794118,0.804843049,erifol_s,101,ERIFOL-S,S,2.46,42.61,17.32113821,,18.2,2.938631579,0.161463274,NA,NA,NA,NA,NA,NA,NA,NA
erigeron_reductus_s,erigeron_reductus_s,erired_s,3.31,0.0888,0.0202,163.8613861,0.772522523,erired_s,109,ERIRED-S,S,2.22,41.76,18.81081081,,25,6.565905201,0.262636208,NA,NA,24.6,25.2947074,1.028240138,NA,NA,NA
eriodictyon_californicum_n,eriodictyon_californicum_n,erical_n,107.852,5.534,1.9888,54.22968624,0.640621612,erical_n,2,ERICAL-N,N,1.64,45.79,27.92073171,,109,32.47221034,0.297910187,NA,NA,2.67,0.562045138,0.210503797,NA,NA,NA
eriodictyon_californicum_s,eriodictyon_californicum_s,erical_s,95.414,5.2,2.3558,40.50174039,0.546961538,erical_s,11,ERICAL-S,S,0.93,46.63,50.13978495,,100,54.36502143,0.543650214,NA,NA,4.601,1.127647009,0.245087374,0.455590675,0.145129573,0.318552555
eriodictyon_crassifolium_var_nigrescens_s,eriodictyon_crassicolius_var_nigrescens_s,ericran_s,74.25,4.0268,1.6429,45.19447319,0.592008543,ericran_s,96,ERICRAN-S,S,0.89,48.64,54.65168539,,81.1,19.06392754,0.235066924,NA,NA,367,41.71330723,0.113660238,0.473998971,0.152160502,0.321014415
eriodictyon_crassifolium_var_crassifolius_s,eriodictyon_crassifolium_var_crassifolius_s,ericrac_s,109.997,5.2885,2.0966,52.46446628,0.603554883,ericrac_s,95,ERICRAC-S,S,1.41,48.47,34.37588652,,97.1,16.93418633,0.174399447,NA,NA,269.8,55.32690726,0.205066372,0.488106194,0.265204847,0.54333432
eriogonum_congdonii_s,eriogonum_congdonii_s,ericong_s,6.44,0.4226,0.1341,48.02386279,0.682678656,ericong_s,167,ERICONG-S,S,1.98,43.65,22.04545455,,10.9,3.281259921,0.30103302,NA,NA,NA,NA,NA,0.479671667,0.107375043,0.223851127
eriogonum_covilleanum_s,eriogonum_covilleanum_s,ericov_s,30.519,0.886,0.2351,129.8128456,0.734650113,ericov_s,94,ERICOV-S,S,1.93,43.17,22.36787565,,21,10.44562641,0.497410781,NA,NA,131.6,22.60383448,0.17176166,NA,NA,NA
eriogonum_elongatum_n,eriogonum_elongatum_n,erielo_n,29.18,0.9159,0.2851,102.3500526,0.688721476,erielo_n,97,ERIELO-N,N,1.4,40.5,28.92857143,,26.5,8.436033823,0.318340899,NA,NA,181,49.98888765,0.2761817,NA,NA,NA
eriogonum_elongatum_s,eriogonum_elongatum_s,erielo_s,12.42,0.3881,0.1221,101.7199017,0.685390363,erielo_s,98,ERIELO-S,S,0.89,43.89,49.31460674,,22.6,4.926120854,0.217969949,NA,NA,158.5,30.82657584,0.194489437,NA,NA,NA
eriogonum_fasciculatum_n,eriogonum_fasciculatum_n,erifas_n,3.381,0.1376,0.0577,58.59618718,0.580668605,erifas_n,99,ERIFAS-N,N,1,45.61,45.61,,64.7,12.46372514,0.192638719,NA,NA,NA,NA,NA,0.743789361,0.526942191,0.708456209
eriogonum_fasciculatum_s,eriogonum_fasciculatum_s,erifas_s,2.613,0.1054,0.0519,50.34682081,0.507590133,erifas_s,100,ERIFAS-S,S,0.72,45.63,63.375,,58,14.14213562,0.243829925,NA,NA,NA,NA,NA,0.7025025,0.136040364,0.193651075
eriogonum_libertini_s,eriogonum_libertini_s,erilib_s,4.265,0.1704,0.0972,43.87860082,0.429577465,erilib_s,169,ERILIB-S,S,1.37,45.73,33.37956204,,5.35,1.667499792,0.311682204,NA,NA,294.5,70.9244512,0.240830055,NA,NA,NA
eriogonum_nudum_n,eriogonum_nudum_n,erinud_n,52.092,1.9106,0.4721,110.341,0.7529048,erinud_n,105,ERINUD-N,N,3.05,43.32,14.20327869,,54.3,12.24790231,0.225559895,NA,NA,98,46.90889515,0.478662195,NA,NA,NA
eriogonum_nudum_s,eriogonum_nudum_s,erinud_s,32.084,1.2205,0.2269,141.4014985,0.814092585,erinud_s,106,ERINUD-S,S,3.02,43.05,14.25496689,,67.8,21.51381985,0.317312977,NA,NA,105,20.46677524,0.194921669,NA,NA,NA
eriogonum_parviflorum_s,eriogonum_parviflorum_s,eripar_s,6.279,0.3934,0.0969,64.79876161,0.753685816,eripar_s,107,ERIPAR-S,S,1.32,45.27,34.29545455,,54.5,20.48441142,0.37586076,NA,NA,175.5,48.84499292,0.278319048,NA,NA,NA
eriogonum_pendulum_s,eriogonum_pendulum_s,eripen_s,23.009,0.996,0.2707,84.99815294,0.728212851,eripen_s,108,ERIPEN-S,S,2.47,44.56,18.04048583,,34.2,8.24351597,0.241038479,NA,NA,164.5,38.111678,0.231681933,NA,NA,NA
eriogonum_ternatum_s,eriogonum_ternatum_s,eriter_s,19.832,1.16,0.5325,37.24319249,0.540948276,eriter_s,112,ERITER-S,S,1.3,46.44,35.72307692,,4,1.154700538,0.288675135,NA,NA,5.02,0.530827446,0.105742519,NA,NA,NA
eriogonum_tripodum_s,eriogonum_tripodum_s,eritri_s,1.416,0.0812,0.0465,30.4516129,0.427339901,eritri_s,172,ERITRI-S,S,0.87,45.51,52.31034483,,15.4,4.168666187,0.27069261,NA,NA,NA,NA,NA,0.633403333,0.161594997,0.255121798
eriogonum_umbellatum_n,eriogonum_umbellatum_n,eriumb_n,20.587,0.6213,0.1426,144.368864,0.770481249,eriumb_n,113,ERIUMB-N,N,2.93,43.35,14.79522184,,18.7,6.700746227,0.358328675,NA,NA,106,32.30067079,0.304723309,NA,NA,NA
eriogonum_vimineum_n,eriogonum_vimineum_n,erivim_n,23.277,0.6587,0.1322,176.0741301,0.799301655,erivim_n,114,ERIVIM-N,N,1.13,42.03,37.19469027,,15.4,9.731963374,0.631945674,NA,NA,NA,NA,NA,NA,NA,NA
eriogonum_vimineum_s,eriogonum_vimineum_s,erivim_s,52.794,2.0017,0.4498,117.3721654,0.775291003,erivim_s,115,ERIVIM-S,S,2.47,40.28,16.30769231,,13.1,5.704773829,0.435478918,NA,NA,126.2,11.21308759,0.088851724,NA,NA,NA
eriophyllum_confertiflorum_n,eriophyllum_confertiflorum_n,ericonf_n,3.482,0.0691,0.0235,148.1702128,0.659913169,ericonf_n,93,ERICONF-N,N,0.93,42.77,45.98924731,,41,11.21506923,0.273538274,NA,NA,NA,NA,NA,0.472846333,0.210151644,0.444439619
eriophyllum_confertiflorum_s,eriophyllum_confertiflorum_s,ericonf_s,6.615,0.1207,0.0337,196.2908012,0.72079536,ericonf_s,92,ERICONF-S,S,1.72,43.17,25.09883721,,38.8,9.126274645,0.235213264,NA,NA,NA,NA,NA,NA,NA,NA
eriophyllum_lanatum_n,eriophyllum_lanatum_n,erilan_n,11.958,0.2967,0.0609,196.3546798,0.794742164,erilan_n,102,ERILAN-N,N,1.36,42.48,31.23529412,,51.2,8.189424074,0.159949689,NA,NA,NA,NA,NA,NA,NA,NA
eriophyllum_lanatum_s,eriophyllum_lanatum_s,erilan_s,21.5105,0.67435,0.14425,159.60658,0.786090309,erilan_s,103,ERILAN-S,S,2.43,43.71,17.98765432,,4.99,1.496254583,0.299850618,NA,NA,NA,NA,NA,NA,NA,NA
eriophyllum_stachaedifolium_n,eriophyllum_stachaedifolium_n,erista_n,48.046,1.9275,0.3409,140.9386917,0.823138781,erista_n,110,ERISTA-N,N,1.33,32.61,24.51879699,,136,25.25426257,0.185693107,NA,NA,NA,NA,NA,NA,NA,NA
eriophyllum_stachaedifolium_s,eriophyllum_stachaedifolium_s,erista_s,40.444,1.469,0.2633,153.6042537,0.820762423,erista_s,111,ERISTA-S,S,1.94,33.2,17.11340206,,106.3,26.16634819,0.246155674,NA,NA,NA,NA,NA,NA,NA,NA
erodium_botrys_n,erodium_botrys_n,erobot_n,56.418,1.7635,0.2806,201.06201,0.840884604,erobot_n,116,EROBOT-N,N,3.2,42.49,13.278125,,14.8,2.699794231,0.182418529,NA,NA,NA,NA,NA,NA,NA,NA
erodium_botrys_s,erodium_botrys_s,erobot_s,101.287,4.2735,0.7359,137.6369072,0.827799228,erobot_s,118,EROBOT-S,S,1.23,40.94,33.28455285,,25.04,9.450008818,0.377396518,NA,NA,74.2,32.79159784,0.441935281,NA,NA,NA
erodium_brachycarpum_n,erodium_brachycarpum_n,erobra_n,58.45,1.7068,0.4058,144.0364712,0.762245137,erobra_n,119,EROBRA-N,N,1.78,42.81,24.0505618,,15.73,3.372453772,0.214396298,NA,NA,110.3,22.01539865,0.199595636,NA,NA,NA
erodium_brachycarpum_s,erodium_brachycarpum_s,erobra_s,27.235,0.6077,0.1136,239.7447183,0.813065657,erobra_s,122,EROBRA-S,S,1.38,42.4,30.72463768,,26.2,6.01479657,0.229572388,NA,NA,NA,NA,NA,NA,NA,NA
erodium_cicutarium_n,erodium_cicutarium_n,erocic_n,16.143,0.3174,0.0682,236.7008798,0.785129175,erocic_n,149,EROCIC-N,N,2.05,42.51,20.73658537,,8.025,2.346540006,0.292403739,NA,NA,NA,NA,NA,NA,NA,NA
erodium_cicutarium_s,erodium_cicutarium_s,erocic_s,87.544,0.3222,0.5365,163.1761417,-0.665114836,erocic_s,124,EROCIC-S,S,4.4,43.24,9.827272727,,12.91,4.382908725,0.33949719,NA,NA,NA,NA,NA,NA,NA,NA
erysimum_capitatum_n,erysimum_capitatum_n,erycap_n,24.384,0.7218,0.1232,197.9220779,0.8293156,erycap_n,125,ERYCAP-N,N,3.38,40,11.83431953,,37.1,4.332051092,0.116766876,NA,NA,NA,NA,NA,NA,NA,NA
erysimum_capitatum_s,erysimum_capitatum_s,erycap_s,22.399,1.16,0.2079,107.7392977,0.820775862,erycap_s,126,ERYCAP-S,S,2.93,39.84,13.59726962,,35.4,3.65756446,0.10332103,NA,NA,1.4,0.298142397,0.212958855,NA,NA,NA
erythronium_citrinum_s,erythronium_citrinum_s,erycit_s,305.155,14.24,1.3233,230.6015265,0.907071629,erycit_s,127,ERYCIT-S,S,1.98,43.43,21.93434343,,7.71,2.901130048,0.376281459,NA,NA,1.41,0.527994108,0.374463906,NA,NA,NA
erythronium_grandiflorum_n,erythronium_grandiflorum_n,erygra_n,96.288,3.071,0.4326,222.5797503,0.859133833,erygra_n,128,ERYGRA-N,N,3.65,42.9,11.75342466,,8.2,2.043961296,0.249263573,NA,NA,83.7,23.11348813,0.276146812,NA,NA,NA
erythronium_oregonum_n,erythronium_oregonum_n,eryore_n,245.407,9.56,0.8638,284.1016439,0.909644351,eryore_n,129,ERYORE-N,N,2.16,41.5,19.21296296,,1.75,0.263523138,0.15058465,NA,NA,1.21,0.236643191,0.195572885,NA,NA,NA
eschscholzia_caespitosa_n,eschscholzia_caespitosa_n,esccae_n,3.848,0.0977,0.0241,159.6680498,0.75332651,esccae_n,130,ESCCAE-N,N,1.73,42.9,24.79768786,,30.95,10.73014963,0.346693041,NA,NA,NA,NA,NA,NA,NA,NA
eschscholzia_californica_n,eschscholzia_californica_n,esccal_n,37.488,0.9316,0.1425,263.0736842,0.847037355,esccal_n,131,ESCCAL-N,N,3.65,42.11,11.5369863,,10.6,2.366431913,0.223248294,NA,NA,NA,NA,NA,NA,NA,NA
eschscholzia_californica_s,eschscholzia_californica_s,esccal_s,51.629,2.0822,0.3599,143.4537371,0.827153972,esccal_s,162,ESCCAL-S,S,3.98,42.08,10.57286432,,12.35,3.667045435,0.296926756,NA,NA,NA,NA,NA,NA,NA,NA
euphorbia_crenulata_n,euphorbia_crenulata_n,eupcre_n,12.44,0.1872,0.0418,297.6076555,0.776709402,eupcre_n,163,EUPCRE-N,N,3.18,43.68,13.73584906,,17.4,4.742245132,0.272542824,NA,NA,NA,NA,NA,NA,NA,NA
euphorbia_crenulata_s,euphorbia_crenulata_s,eupcre_s,7.608,0.0868,0.0226,336.6371681,0.739631336,eupcre_s,164,EUPCRE-S,S,2.58,44.79,17.36046512,,10.5,3.027650354,0.288347653,NA,NA,64,22.00504993,0.343828905,NA,NA,NA
festuca_californica_n,festuca_californica_n,fescal_n,64.254,2.4521,0.8268,77.71407837,0.662819624,fescal_n,165,FESCAL-N,N,1.86,40.17,21.59677419,,121.9,19.93015582,0.163495946,NA,NA,NA,NA,NA,NA,NA,NA
festuca_californica_s,festuca_californica_s,fescal_s,80.027,2.65175,0.90285,88.52262,0.659526728,fescal_s,173,FESCAL-S,S,1.29,39.83,30.87596899,,103.45,46.53518759,0.44983265,NA,NA,20.3,6.832113712,0.336557326,NA,NA,NA
festuca_idahoensis_n,festuca_idahoensis_n,fesida_n,19.367,0.4517,0.1432,135.2444134,0.682975426,fesida_n,175,FESIDA-N,N,1.11,38.84,34.99099099,,62.2,22.39444376,0.360039289,NA,NA,NA,NA,NA,NA,NA,NA
festuca_idahoensis_s,festuca_idahoensis_s,fesida_s,33.615,0.875,0.364,92.3489011,0.584,fesida_s,176,FESIDA-S,S,1.2,39.56,32.96666667,,14.18,4.148574052,0.292565166,NA,NA,NA,NA,NA,NA,NA,NA
festuca_occidentalis_n,festuca_occidentalis_n,fesocc_n,6.466,0.1351,0.0413,156.5617433,0.694300518,fesocc_n,177,FESOCC-N,N,1.31,40.81,31.15267176,,51.5,7.863417408,0.152687717,NA,NA,NA,NA,NA,NA,NA,NA
filago_californica_n,filago_californica_n,filcal_n,1.747,0.0261,0.01,174.7,0.616858238,filcal_n,178,FILCAL-N,N,1.11,41.12,37.04504505,,8.85,6.595663559,0.745272718,NA,NA,NA,NA,NA,NA,NA,NA
filago_californica_s,filago_californica_s,filcal_s,2.455,0.0287,0.0094,261.1702128,0.672473868,filcal_s,179,FILCAL-S,S,2.36,44.04,18.66101695,,18.8,3.852848874,0.20493877,NA,NA,NA,NA,NA,NA,NA,NA
filago_gallica_n,filago_gallica_n,filgal_n,3.029,0.0325,0.0087,348.1609195,0.732307692,filgal_n,158,FILGAL-N,N,2.64,41.95,15.89015152,,13.3,2.097617696,0.157715616,NA,NA,NA,NA,NA,NA,NA,NA
fragaria_vesca_n,fragaria_vesca_n,fraves_n,363.139,7.0103,2.0251,179.319046,0.711125059,fraves_n,182,FRAVES-N,N,2.11,43.12,20.43601896,,19.22222222,2.905932629,0.151175686,NA,NA,NA,NA,NA,NA,NA,NA
fraxinus_dipetala_s,fraxinus_dipetala_s,fradip_s,177.396,5.9461,2.9961,59.20897166,0.49612351,fradip_s,180,FRADIP-S,S,0.85,40.21,47.30588235,,3.675,1.247497495,0.339455101,NA,NA,266.5,32.32216302,0.121283914,0.883865411,0.377491676,0.427091807
fraxinus_latifolia_n,fraxinus_latifolia_n,fralat_n,670.663,13.5792,6.4186,104.4874272,0.527321197,fralat_n,181,FRALAT-N,N,2.1,41.99,19.9952381,,5,0.577350269,0.115470054,NA,NA,234.5,35.6253655,0.151920535,0.588141278,0.087121718,0.148130597
fremontodendron_californicum_s,fremontodendron_californicum_s,frecal_s,9.543,0.3494,0.1385,68.90252708,0.603606182,frecal_s,199,FRECAL-S,S,1.83,45.35,24.78142077,,3.25,1.143338192,0.351796367,NA,NA,186,35.10302298,0.18872593,0.599159385,0.10738688,0.179229238
fritillaria_affinis_n,fritillaria_affinis_n,friaff_n,493.669,21.344,1.7103,288.6446822,0.919869753,friaff_n,183,FRIAFF-N,N,2.72,41.79,15.36397059,,74.2,14.72563902,0.198458747,NA,NA,1.97,0.333499958,0.169289319,NA,NA,NA
fritillaria_affinis_s,fritillaria_affinis_s,friaff_s,18.592,0.685,0.0749,248.2242991,0.890656934,NA,NA,NA,NA,NA,NA,NA,NA,33.5,3.535533906,0.105538326,NA,NA,1.29,0.213177026,0.165253509,NA,NA,NA
fritillaria_glauca_s,fritillaria_glauca_s,frigla_s,53.886,3.08,0.376,143.3138298,0.877922078,frigla_s,184,FRIGLA-S,S,3.22,47.37,14.71118012,,3.8,1.858912466,0.489187491,NA,NA,1.38,0.32249031,0.23368863,NA,NA,NA
galium_ambiguum_s,galium_ambiguum_s,galamb_s,45.229,0.98,0.1811,249.7459967,0.815204082,galamb_s,185,GALAMB-S,S,1.52,43.67,28.73026316,,6.2,1.549193338,0.249869893,NA,NA,NA,NA,NA,NA,NA,NA
galium_andrewsii_n,galium_andrewsii_n,galand_n,1.503,0.0255,0.0066,227.7272727,0.741176471,galand_n,186,GALAND-N,N,1,38.56,38.56,,7.7,0.823272602,0.10691852,NA,NA,NA,NA,NA,NA,NA,NA
galium_andrewsii_s,galium_andrewsii_s,galand_s,0.346,0.0057,0.0023,150.4347826,0.596491228,galand_s,187,GALAND-S,S,1.37,39.48,28.81751825,,3,1.333333333,0.444444444,NA,NA,NA,NA,NA,NA,NA,NA
galium_aparine_n,galium_aparine_n,galapa_n,4.497333333,0.078366667,0.0116,387.7011494,0.851977882,galapa_n,188,GALAPA-N,N,1.57,38.54,24.5477707,,38.1,17.04072202,0.447263045,NA,NA,NA,NA,NA,NA,NA,NA
galium_bolanderi_n,galium_bolanderi_n,galbol_n,2.222,0.054,0.0135,164.5925926,0.75,galbol_n,190,GALBOL-N,N,1.63,42.57,26.11656442,,27.5,9.698224351,0.352662704,NA,NA,NA,NA,NA,NA,NA,NA
galium_bolanderi_s,galium_bolanderi_s,galbol_s,3.101,0.0646,0.0123,252.1138211,0.809597523,galbol_s,191,GALBOL-S,S,2.1,42.17,20.08095238,,35.8,18.64760932,0.520882942,NA,NA,NA,NA,NA,NA,NA,NA
galium_californicum_n,galium_californicum_n,galcal_n,2.601,0.0454,0.006,433.5,0.86784141,galcal_n,192,GALCAL-N,N,1.83,39.72,21.70491803,,12,2.40370085,0.200308404,NA,NA,NA,NA,NA,NA,NA,NA
galium_californicum_s,galium_californicum_s,galcal_s,3.899,0.0793,0.0154,253.1818182,0.805800757,galcal_s,193,GALCAL-S,S,2.03,41.31,20.34975369,,27.8,6.988880057,0.251398563,NA,NA,NA,NA,NA,NA,NA,NA
galium_murale_n,galium_murale_n,galmur_n,0.727,0.0101,0.0029,250.6896552,0.712871287,galmur_n,194,GALMUR-N,N,2.44,42.96,17.60655738,,4.05,1.589024858,0.392351817,NA,NA,NA,NA,NA,NA,NA,NA
galium_murale_s,galium_murale_s,galmur_s,0.641,0.0095,0.0022,291.3636364,0.768421053,galmur_s,195,GALMUR-S,S,2.05,37.93,18.50243902,,6.2,1.87379591,0.302225147,NA,NA,NA,NA,NA,NA,NA,NA
galium_parisiense_n,galium_parisiense_n,galpar_n,4.622,0.0745,0.0053,872.0754717,0.92885906,galpar_n,200,GALPAR-N,N,2.48,43.24,17.43548387,,21,6.666666667,0.317460317,NA,NA,NA,NA,NA,NA,NA,NA
galium_porrigens_n,galium_porrigens_n,galpor_n,0.866,0.0108,0.0017,509.4117647,0.842592593,galpor_n,232,GALPOR-N,N,2.42,41.9,17.31404959,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
galium_porrigens_s,galium_porrigens_s,galpor_s,2.29,0.0325,0.0076,301.3157895,0.766153846,galpor_s,201,GALPOR-S,S,1.65,39.55,23.96969697,,47.8,20.12626808,0.421051633,NA,NA,NA,NA,NA,NA,NA,NA
galium_triflorum_n,galium_triflorum_n,galtri_n,60.872,0.8,0.0843,722.0877817,0.894625,galtri_n,202,GALTRI-N,N,3.39,40.56,11.96460177,,10.71,2.970390921,0.277347425,NA,NA,0.75,0.283823106,0.378430808,NA,NA,NA
garrya_buxifolia_s,garrya_buxifolia_s,garbux_s,45.011,2.39,1.2615,35.68053904,0.472175732,garbux_s,203,GARBUX-S,S,1.24,50.74,40.91935484,,102.4,25.87233615,0.252659533,NA,NA,6.03,0.834066344,0.13831946,NA,NA,NA
garrya_congdonii_s,garrya_congdonii_s,garcon_s,76.608,3.61,1.946,39.36690647,0.460941828,garcon_s,157,GARCON-S,S,1.07,49.32,46.09345794,,217,58.69885481,0.270501635,NA,NA,7.95,1.184154645,0.14895027,0.620476667,0.131292347,0.211599168
garrya_elliptica_s,garrya_elliptica_s,garell_s,86.141,3.8965,2.3572,36.54378076,0.395046837,garell_s,204,GARELL-S,S,below detection,49.85,NA,,181.5,60.55530071,0.33363802,NA,NA,5.07,0.714998057,0.141025258,0.862079298,0.234026319,0.271467277
garrya_flavescens_n,garrya_flavescens_n,garfla_n,79.5695,3.91275,1.9797,40.14367,0.4940387,garfla_n,55,GARFLA-N,N,1.16,49.23,42.43965517,,202,49.62078418,0.245647446,NA,NA,5.6,1.323505446,0.236340258,0.594721723,0.105245033,0.176965174
garrya_flavescens_s,garrya_flavescens_s,garfla_s,53.556,2.6171,1.3943,38.41067202,0.467234725,NA,NA,NA,NA,NA,NA,NA,NA,240,14.14213562,0.058925565,NA,NA,7.44,0.974337382,0.130959325,0.688003182,0.016923636,0.024598195
garrya_fremontii_n,garrya_fremontii_n,garfre_n,46.646,2.1309,1.128,41.35283688,0.470646206,garfre_n,206,GARFRE-N,N,1.27,48.74,38.37795276,,107,37.13339318,0.347041058,NA,NA,401,83.49318003,0.208212419,0.736364931,0.070436376,0.09565417
garrya_fremontii_s,garrya_fremontii_s,garfre_s,54.188,2.2408,1.1452,47.31749913,0.488932524,garfre_s,207,GARFRE-S,S,1.22,49.47,40.54918033,,79,31.34042473,0.396714237,NA,NA,420,66.91619967,0.159324285,0.719276909,0.240020035,0.333696289
gastridium_ventricosum_n,gastridium_ventricosum_n,gasven_n,32.453,0.4331,0.1285,252.5525292,0.703301778,gasven_n,208,GASVEN-N,N,0.65,39.04,60.06153846,,38,5.617433182,0.147827189,NA,NA,2.48,0.845642425,0.340984849,NA,NA,NA
gastridium_ventricosum_s,gastridium_ventricosum_s,gasven_s,13.018,0.1693,0.046,283,0.728292971,gasven_s,209,GASVEN-S,S,below detection,43.39,NA,,18.8,3.645392831,0.193903874,NA,NA,NA,NA,NA,NA,NA,NA
gaultheria_shallon_n,gaultheria_shallon_n,gausha_n,238.153,5.25,2.0469,116.3481362,0.610114286,gausha_n,210,GAUSHA-N,N,1,45.71,45.71,,68.6,16.42626623,0.239449945,NA,NA,4.92,0.612463151,0.12448438,NA,NA,NA
genista_monspessulana_n,genista_monspessulana_n,genmon_n,44.419,0.5873,0.1613,275.3812771,0.725353312,genmon_n,211,GENMON-N,N,3.35,46.39,13.84776119,,182,38.60051813,0.212090759,NA,NA,NA,NA,NA,0.591511025,0.084832284,0.143416235
geranium_dissectum_n,geranium_dissectum_n,gerdis_n,84.838,2.3349,0.4817,176.1220677,0.793695661,gerdis_n,212,GERDIS-N,N,2.45,42.23,17.23673469,,8.3,3.093002856,0.372650946,NA,NA,NA,NA,NA,NA,NA,NA
geranium_dissectum_s,geranium_dissectum_s,gerdis_s,59.371,1.3724,0.2801,211.9635844,0.795904984,gerdis_s,213,GERDIS-S,S,2.48,40.45,16.31048387,,13.6,4.141926551,0.304553423,NA,NA,NA,NA,NA,NA,NA,NA
geranium_molle_n,geranium_molle_n,germol_n,57.267,0.5912,0.1004,570.3884462,0.830175913,germol_n,214,GERMOL-N,N,2.67,39.6,14.83146067,,16.6,3.977715704,0.239621428,NA,NA,NA,NA,NA,NA,NA,NA
gilia_capitata_s,gilia_capitata_s,gilcap_s,34.484,1.171,0.2019,170.7974245,0.827583262,gilcap_s,215,GILCAP-S,S,2.58,42,16.27906977,,24.8,8.297255236,0.334566743,NA,NA,NA,NA,NA,NA,NA,NA
gilia_tricolor_n,gilia_tricolor_n,giltri_n,21.281,0.697,0.127,167.5669291,0.817790531,giltri_n,216,GILTRI-N,N,2.09,42.91,20.53110048,,14.7,4.001388648,0.272203309,NA,NA,NA,NA,NA,NA,NA,NA
gilia_tricolor_s,gilia_tricolor_s,giltri_s,1.666,0.0378,0.0066,252.4242424,0.825396825,giltri_s,217,GILTRI-S,S,1.65,41.44,25.11515152,,9.95,3.336007699,0.335277156,NA,NA,NA,NA,NA,NA,NA,NA
githopsis_specularioides_n,githopsis_specularioides_n,gitspe_n,0.331,0.0032,0.0017,194.7058824,0.46875,gitspe_n,957,GITSPE-N,N,0.73,20.49,28.06849315,,2.1,0.966091783,0.460043706,NA,NA,NA,NA,NA,NA,NA,NA
githopsis_specularioides_s,githopsis_specularioides_s,gitspe_s,0.856,0.0101,0.0028,305.7142857,0.722772277,gitspe_s,958,GITSPE-S,S,1.89,37.07,19.61375661,,3.9,0.210818511,0.054056028,NA,NA,NA,NA,NA,NA,NA,NA
goodyera_oblongifolia_n,goodyera_oblongifolia_n,gooobl_n,95.138,3.75,0.5563,171.0192342,0.851653333,gooobl_n,218,GOOOBL-N,N,1.48,42.67,28.83108108,,3.4,1.264911064,0.372032666,NA,NA,NA,NA,NA,NA,NA,NA
goodyera_oblongifolia_s,goodyera_oblongifolia_s,gooobl_s,66.3,3.21,0.4872,136.0837438,0.848224299,gooobl_s,219,GOOOBL-S,S,1.58,43.83,27.74050633,,26.5,NA,NA,NA,NA,4.19,1.525669252,0.36412154,NA,NA,NA
grindelia_camporum_n,grindelia_camporum_n,gricam_n,61.412,1.5674,0.4945,124.190091,0.684509379,gricam_n,220,GRICAM-N,N,2.18,43.04,19.74311927,,66.58333333,17.7889564,0.267168306,NA,NA,359.5,78.96729281,0.219658673,NA,NA,NA
grindelia_camporum_s,grindelia_camporum_s,gricam_s,36.208,1.0236,0.2339,154.8011971,0.771492771,gricam_s,221,GRICAM-S,S,2.63,42.9,16.31178707,,36.5,7.153087911,0.195975011,NA,NA,NA,NA,NA,NA,NA,NA
guillenia_lasiophylla_n,guillenia_lasiophylla_n,guilas_n,39.407,0.9896,0.2241,175.8456046,0.773544867,guilas_n,222,GUILAS-N,N,2.03,39.58,19.49753695,,17.1,20.22896713,1.182980534,NA,NA,NA,NA,NA,NA,NA,NA
guillenia_lasiophylla_s,guillenia_lasiophylla_s,guilas_s,7.798,0.2494,0.0396,196.9191919,0.841218925,NA,NA,NA,NA,NA,NA,NA,NA,24.3,9.798525966,0.403231521,NA,NA,NA,NA,NA,NA,NA,NA
hackelia_micrantha_n,hackelia_micrantha_n,hacmic_n,269.286,4.5758,0.5758,467.6728031,0.874164081,hacmic_n,30,HACMIC-N,N,3.62,40.53,11.1961326,,48.4,11.53930481,0.238415389,NA,NA,NA,NA,NA,NA,NA,NA
hastingsia_serpentinicola_s,hastingsia_serpentinicola_s,hasser_s,84.255,4.43,1.1303,74.54215695,0.744853273,hasser_s,31,HASSER-S,S,2.14,43.23,20.20093458,,17.5,9.360080721,0.534861756,NA,NA,2.47,0.573585216,0.232220735,NA,NA,NA
hazardia_squarrosa_n,hazardia_squarrosa_n,hazsqu_n,23.449,0.8028,0.3156,74.29974651,0.606875934,hazsqu_n,32,HAZSQU-N,N,1.28,43.43,33.9296875,,45.1,13.71495534,0.304101005,NA,NA,261.7,47.93989292,0.183186446,0.454790381,0.073103018,0.160740027
