id,old_id,code.x,area_cm2,fresh_wt_g,dry_wt_g,sla_cm2_g,lwc,code.y,Sample.number,Species.code,ecotype,X.N,X.C,C.N,NotesOnChanges,HtcmMn,HtcmSD,HtcmCV,ID.1,spines,ToughMn,ToughSD,ToughCV,WdDens10Mn,WdDens10SD,WdDens10CV 
quercus_john-tuckeri_n,quercus_johntuckeri_n,quejoh_n,23.416,0.7195,0.3551,65.94198817,0.506462821,quejoh_n,489,QUEJOH-N,N,2.02,47.89,23.70792079,,252.5,27.51262337,0.108960885,NA,NA,398,68.60515044,0.17237475,0.804209443,0.167194102,0.207898705
quercus_kelloggii_n,quercus_kelloggii_n,quekel_n,427.73,6.7613,2.9955,142.7908529,0.556963897,quekel_n,490,QUEKEL-N,N,2.21,47.62,21.54751131,,1592.6,384.9419004,0.241706581,NA,NA,320.6,83.004953,0.258905031,0.633081295,0.06670128,0.105359738
quercus_lobata_n,quercus_lobata_n,quelob_n,310.143,5.9852,2.6556,116.7882964,0.556305554,quelob_n,491,QUELOB-N,N,2.09,47.49,22.72248804,,NA,NA,NA,NA,NA,148,51.73865952,0.349585537,0.600569993,0.051831947,0.08630459
quercus_sadleriana_n,quercus_sadleriana_n,quesad_n,292.882,5.5308,1.4132,207.2473818,0.744485427,quesad_n,492,QUESAD-N,N,2.22,48.94,22.04504505,,140.1,67.72895327,0.483432928,NA,NA,274,87.83823516,0.320577501,0.540151307,0.041117531,0.076122247
quercus_vacciniifolia_n,quercus_vaccinifolia_n,quevac_n,14.762,0.4744,0.2269,65.05949758,0.521711636,quevac_n,493,QUEVAC-N,N,1.4,50.06,35.75714286,,83.3,18.19676406,0.218448548,NA,NA,448.5,49.83584163,0.111116704,0.662331497,0.043442648,0.065590491
quercus_vacciniifolia_s,quercus_vaccinifolia_s,quevac_s,21.297,0.7161,0.4236,50.27620397,0.408462505,quevac_s,494,QUEVAC-S,S,0.96,48.95,50.98958333,,76.3,31.31577522,0.410429557,NA,NA,20.485,4.918109958,0.240083474,0.73379533,0.084329436,0.114922285
quercus_wislizeni_n,quercus_wislizenii_n,quewis_n,81.26,2.1039,1.2842,63.27674817,0.389609772,quewis_n,495,QUEWIS-N,N,1.58,47.86,30.29113924,,575,156.790731,0.272679532,NA,NA,3.927,1.014364059,0.258305083,0.771524921,0.054920309,0.071184102
quercus_wislizeni_var_furtescens_n,quercus_wislizenii_var_furtescens_n,quewisf_n,56.386,2.1856,1.13,49.89911504,0.482979502,quewisf_n,496,QUEWISF-N,N,0.65,22.04,33.90769231,,199,54.8634669,0.275695814,NA,NA,462.8,44.44672216,0.096038726,0.817075167,0.260785765,0.319169858
quercus_wislizeni_var_furtescens_s,quercus_wislizenii_var_furtescens_s,quewisf_s,67.241,2.582,1.3266,50.68671793,0.486212239,quewisf_s,497,QUEWISF-S,S,1.13,47.27,41.83185841,,283,16.36391694,0.057823028,NA,NA,4.74,0.485798312,0.102489095,0.897722201,0.224867524,0.250486758
rafinesquia_californica_n,rafinesquia_californica_n,rafcal_n,32.176,0.6357,0.0904,355.9292035,0.857794557,rafcal_n,498,RAFCAL-N,N,1.68,39.96,23.78571429,,32.5,10.23338762,0.314873465,NA,NA,116.2,10.55988215,0.090876783,NA,NA,NA
ranunculus_californicus_n,ranunculus_californicus_n,rancal_n,131.652,4.6293,0.8597,153.1371409,0.814291578,rancal_n,499,RANCAL-N,N,2.26,40.83,18.06637168,,23.6,3.687817783,0.156263465,NA,NA,1.71,0.324722103,0.189895967,NA,NA,NA
ranunculus_californicus_s,ranunculus_californicus_s,rancal_s,121.006,3.627,0.6644,182.128236,0.816818307,rancal_s,500,RANCAL-S,S,3.14,41.72,13.2866242,,21.6,6.133876788,0.283975777,NA,NA,1.66,0.474224513,0.285677418,NA,NA,NA
ranunculus_occidentalis_n,ranunculus_occidentalis_n,ranocc_n,102.307,2.7986,0.4152,246.4041426,0.851640106,ranocc_n,501,RANOCC-N,N,2.17,39.29,18.10599078,,48.1,8.530338016,0.177345905,NA,NA,0.84,0.342437086,0.407663198,NA,NA,NA
ranunculus_occidentalis_s,ranunculus_occidentalis_s,ranocc_s,48.187,1.82,0.4071,118.3664947,0.776318681,ranocc_s,502,RANOCC-S,S,1.88,42.89,22.81382979,,30.6,5.83476173,0.190678488,NA,NA,1.58,0.39384148,0.249266759,NA,NA,NA
ranunculus_uncinatus_n,ranunculus_uncinatus_n,ranunc_n,147.981,6.07,0.7969,185.6958213,0.868714992,ranunc_n,503,RANUNC-N,N,2.32,40.73,17.55603448,,32.8,8.991353872,0.274126642,NA,NA,1.29,0.313404247,0.242949029,NA,NA,NA
raphanus_sativus_n,raphanus_sativa_n,rapsat_n,1599.352,81.6073,32.895,48.61991184,0.596911061,rapsat_n,504,RAPSAT-N,N,5.28,40.45,7.660984848,,116.1,11.47412548,0.098829677,NA,NA,98.7,15.67056689,0.158769675,NA,NA,NA
rhamnus_californica_n,rhamnus_californica_n,rhacal_n,130.958,2.9769,1.2764,102.5994986,0.571231818,rhacal_n,505,RHAGAL-N,N,1.59,43.62,27.43396226,rhacal_n missing from CN,415,197.2730764,0.475356811,NA,NA,2.24,0.73593478,0.328542312,0.614401515,0.266588137,0.433898893
rhamnus_californica_ssp_occidentalis_s,rhamnus_californica_ssp_occidentalis_s,rhacal_s,100.811,3.0724,1.2587,80.09136411,0.590320271,rhacal_s,506,RHACAL-S,S,1.4,44.28,31.62857143,,88.95,20.51347795,0.230618077,NA,NA,2.61,0.506513135,0.194066335,0.582244143,0.173165481,0.29741043
rhamnus_crocea_s,rhamnus_crocea_s,rhacro_s,4.732,0.0955,0.0434,109.0322581,0.545549738,rhacro_s,507,RHACRO-S,S,2.23,27.44,12.30493274,,74.8,22.62152367,0.302426787,NA,NA,315.7,58.21807661,0.184409492,0.689509081,0.178523422,0.258913808
rhamnus_ilicifolia_n,rhamnus_illicifolia_n,rhaill_n,25.7495,0.74815,0.36615,72.48982,0.510592796,rhaill_n,508,RHAILL-N,N,1.45,43.56,30.04137931,,215.25,80.38910308,0.373468539,NA,NA,199.31,207.6193503,1.041690584,0.700345411,0.272064179,0.388471423
rhamnus_ilicifolia_s,rhamnus_illicifolia_s,rhaill_s,33.336,0.7529,0.3374,98.80260818,0.551866118,rhaill_s,509,RHAILL-S,S,1.77,45.71,25.82485876,,155.6,30.8408099,0.198205719,NA,NA,332.6,39.52270796,0.118829549,0.694695873,0.144031044,0.207329638
rhamnus_purshiana_n,rhamnus_purshiana_n,rhapur_n,154.976,2.5114,0.5244,295.5301297,0.791192164,rhapur_n,510,RHAPUR-N,N,4.08,43.9,10.75980392,,111.3,45.72878986,0.410860646,NA,NA,65.4,19.52889597,0.298606972,0.524660931,0.040731636,0.077634208
rhamnus_rubra_n,rhamnus_rubra_n,rharub_n,65.227,1.2656,0.4456,146.3801616,0.647914033,NA,NA,NA,NA,NA,NA,NA,NA,179,50.43147166,0.281740065,NA,NA,NA,NA,NA,NA,NA,NA
rhamnus_rubra_s,rhamnus_rubra_s,rharub_s,117.733,2.864,1.0593,111.1422638,0.630132682,rharub_s,511,RHARUB-S,S,1.74,44.02,25.29885057,,176.6666667,86.21678104,0.488019515,NA,NA,88.1,26.57254222,0.301617959,0.570179913,0.029016921,0.050890816
rhamnus_tomentella_ssp_crassifolia_s,rhamnus_tomentella_ssp_crassifolia_s,rhatomc_s,101.882,4.798,1.6085,63.33975754,0.664756148,rhatomc_s,513,RHATOMC-S,S,1.56,41.66,26.70512821,,71,29.3257566,0.413038825,NA,NA,227.5,79.90445684,0.351228382,0.505879116,0.056691542,0.112065394
rhamnus_tomentella_ssp_tomentella_s,rhamnus_tomentella_ssp_tomentella_s,rhatom_s,84.1335,2.6624,1.1335,74.51888,0.57425631,rhatom_s,512,RHATOM-S,S,1.46,45.21,30.96575342,,246.6,90.12062092,0.36545264,NA,NA,58.14,83.19365692,1.430919452,0.587835819,0.25574558,0.435062941
rhododendron_macrophyllum_n,rhododendron_macrophyllum_n,rhomac_n,209.963,6.9676,2.1297,98.58806405,0.694342385,rhomac_n,514,RHOMAC-N,N,0.95,50.31,52.95789474,,109.3,49.75953287,0.455256476,NA,NA,337,116.9330293,0.346982283,0.616656945,0.171536294,0.278171348
rhododendron_occidentale_s,rhododendron_occidentale_s,rhoocc_s,42.843,0.7788,0.2334,183.5604113,0.700308166,rhoocc_s,515,RHOOCC-S,S,2.55,77.41,30.35686275,,135.8,55.45528729,0.408359995,NA,NA,53.2,18.43185648,0.346463468,0.503522525,0.102376442,0.203320481
rhus_ovata_s,rhus_ovata_s,rhuova_s,107.692,5.3269,2.1559,49.95222413,0.595280557,rhuova_s,516,RHUOVA-S,S,2.16,57.26,26.50925926,,194,57.14503964,0.29456206,NA,NA,405.8,51.51439928,0.126945291,0.46319144,0.072272694,0.156032015
rhus_trilobata_n,rhus_trilobata_n,rhutri_n,62.256,1.0705,0.4374,142.3319616,0.591405885,rhutri_n,517,RHUTRI-N,N,1.51,40.43,26.77483444,,88.1,18.90590737,0.214595997,NA,NA,77,46.97517075,0.610067153,0.454661325,0.052255765,0.114933385
ribes_lacustre_n,ribes_lacustre_n,riblac_n,100.13,1.2533,0.281,356.3345196,0.775791909,riblac_n,518,RIBLAC-N,N,3.86,42.36,10.97409326,,61.9,17.67892656,0.285604629,28,3,101,48.63697725,0.48155423,NA,NA,NA
ribes_lobbii_n,ribes_lobbii_n,riblob_n,57.916,0.7627,0.1715,337.7026239,0.775140947,riblob_n,519,RIBLOB-N,N,3.15,41.86,13.28888889,,80.3,26.30610407,0.327597809,29,2,97.5,23.48167134,0.240837655,0.532626042,0.106056022,0.199119108
ribes_malvaceum_n,ribes_malvaceum_n,ribmal_n,128.074,2.2172,0.8216,155.8836417,0.62944254,ribmal_n,520,RIBMAL-N,N,1.69,46.21,27.34319527,,220,87.17797887,0.39626354,NA,NA,47.49,53.70229563,1.130812711,0.745699,0.551793892,0.739968663
ribes_marshallii_n,ribes_marshallii_n,ribmar_n,94.247,1.3828,0.3089,305.105212,0.77661267,ribmar_n,521,RIBMAR-N,N,2.84,38.24,13.46478873,,69.8,13.18079411,0.188836592,23,2,NA,NA,NA,0.442366786,0.059567858,0.134657166
ribes_roezlii_n,ribes_roezlei_n,ribroe_n,24.258,0.5458,0.1399,173.3952823,0.743679003,ribroe_n,522,RIBROE-N,N,1.49,42.02,28.20134228,,48.3,20.29258211,0.420136276,NA,NA,111,36.95342414,0.332913731,0.579080373,0.106431629,0.183794226
ribes_roezli_s,ribes_roezlei_s,ribroe_s,22.744,0.5473,0.2121,107.2324375,0.612461173,ribroe_s,523,RIBROE-S,S,1.98,43.72,22.08080808,,47.3,20.59153008,0.435338902,24,3,89.5,21.40223249,0.239131089,0.558091667,0.055987217,0.100319035
ribes_sanguineum_n,ribes_sanguineum_n,ribsan_n,126.211,1.87,0.4616,273.4207106,0.75315508,ribsan_n,524,RIBSAN-?,N,3.8,47.18,12.41578947,ribsan_n missing from CN,179.2,68.59996761,0.382812319,NA,NA,0.64,0.254732976,0.398020274,0.760440056,0.26729017,0.35149407
ribes_viscosissimum_n,ribes_viscosissimum_n,ribvis_n,195.962,3.3126,0.8344,234.8537872,0.748113265,ribvis_n,525,RIBVIS-N,N,2.31,43.73,18.93073593,,69,35.96294389,0.521202085,NA,NA,133.5,43.27239305,0.324137776,0.747807135,0.318805297,0.426320214
rigiopappus_leptocladus_n,rigiopappus_leptocladus_n,riglep_n,2.155,0.0445,0.0107,201.4018692,0.759550562,riglep_n,526,RIGLEP-N,N,1.96,39.78,20.29591837,,6.4,2.59058123,0.404778317,NA,NA,NA,NA,NA,NA,NA,NA
rigiopappus_leptocladus_s,rigiopappus_leptocladus_s,riglep_s,2.548,0.067,0.0187,136.2566845,0.720895522,riglep_s,527,RIGLEP-S,S,1.35,41.41,30.67407407,,16.3,5.034326613,0.308854393,NA,NA,NA,NA,NA,NA,NA,NA
robinia_pseudoacacia_n,robinia_pseudoacacia_n,robpse_n,854.053,14.9955,12.4997,68.32587982,0.166436598,robpse_n,528,ROBPSE-N,N,3.12,46.83,15.00961538,,940,306.2315754,0.325778272,NA,NA,74,18.07392228,0.244242193,0.588574797,0.243358384,0.413470616
rosa_gymnocarpa_n,rosa_gymnocarpa_n,rosgym_n,124.754,0.85,0.2202,566.5485922,0.740941176,rosgym_n,529,ROSGYM-N,N,3,44.11,14.70333333,,59.3,25.74252858,0.434106721,NA,NA,0.29,0.251440296,0.867035502,0.3264,0.166403153,0.509813582
rosa_gymnocarpa_s,rosa_gymnocarpa_s,rosgym_s,59.9805,0.995,0.30735,195.03168,0.691105528,rosgym_s,530,ROSGYM-S,S,2.32,43.58,18.78448276,,39.16666667,12.16427955,0.31057735,17,2,0.675,0.375394529,0.556140043,0.827543333,0.407543908,0.492474401
rubus_discolor_n,rubus_discolor_n,rubdis_n,1518.643,28.1321,9.282,163.6116139,0.670056626,rubdis_n,531,RUBDIS-N,N,3.32,44.92,13.53012048,,161,53.8928979,0.334738496,18,3,NA,NA,NA,0.243975664,0.070162571,0.287580202
rubus_discolor_s,rubus_discolor_s,rubdis_s,304.561,7.7564,3.6389,83.69589711,0.530851942,rubdis_s,532,RUBDIS-S,S,1.27,43.66,34.37795276,,44.5,18.47671207,0.415207013,19,3,91,31.16265571,0.342446766,0.43819311,0.096635196,0.220531071
rubus_lasiococcus_n,rubus_lasiococcus_n,rublas_n,198.323,2.547,0.491,403.9164969,0.807224185,rublas_n,533,RUBLAS-N,N,3.25,45.14,13.88923077,,6,2.054804668,0.342467445,NA,NA,92.6,25.47416992,0.275099027,NA,NA,NA
rubus_leucodermis_n,rubus_leucodermis_n,rubleu_n,646.688,6.7034,2.0823,310.5642799,0.68936659,rubleu_n,534,RUBLEU-N,N,1.79,41.38,23.11731844,,115.5,47.34330881,0.409898778,20,3,NA,NA,NA,NA,NA,NA
rubus_parviflorus_n,rubus_parviflorus_n,rubpar_n,638.28,7.5041,1.6295,391.7029764,0.782852041,rubpar_n,535,RUBPAR-N,N,3.52,43.99,12.49715909,,43.8,5.202563471,0.118779988,NA,NA,36.2,13.51377898,0.373308812,0.248511667,0.042535065,0.17115923
rubus_ursinus_n,rubus_ursinus_n,ruburs_n,295.211,4.9754,2.0701,142.6071204,0.58393295,ruburs_n,536,RUBURS-N,N,1.3,44.77,34.43846154,,305.6,136.6351183,0.447104445,21,2,1.405,0.814128709,0.579451039,1.914840556,2.005542809,1.047368045
rumex_crispus_n,rumex_crispus_n,rumcri_n,284.84,8.7046,1.282,222.1840874,0.85272155,rumcri_n,537,RUMCRI-N,N,2.37,37.4,15.78059072,,113.8,24.71526744,0.217181612,NA,NA,79.8,20.75679273,0.260110185,NA,NA,NA
rupertia_physodes_n,rupertia_physodes_n,rupphy_n,188.027,3.365,0.5408,347.6830621,0.839286776,rupphy_n,538,RUPPHY-S,N,5.07,44.01,8.680473373,rupphy_n missing from CN,31.3,5.056349144,0.161544701,NA,NA,1.58,0.466190233,0.295057109,NA,NA,NA
salix_breweri_s,salix_breweri_s,salbre_s,73.661,2.6095,1.055,69.82085308,0.59570799,salbre_s,539,SALBRE-S,S,1.6,46.91,29.31875,,172,54.37523946,0.316135113,NA,NA,163.7,34.2897782,0.209467185,0.592975298,0.166019578,0.279977224
salix_delnortensis_s,salix_delnortensis_s,saldel_s,83.714,3.3733,1.2755,65.63230106,0.621883615,saldel_s,541,SALDEL-S,S,1.68,46.52,27.69047619,,171.9,58.04490599,0.337666701,NA,NA,167,41.24452826,0.246973223,0.543103511,0.034357089,0.063260664
salix_sitchensis_n,salix_sitchensis_n,salsit_n,66.526,2.6878,0.8371,79.47198662,0.688555696,salsit_n,546,SALSIT-N,N,1.39,35.83,25.77697842,,241,26.01281735,0.107937001,NA,NA,125,50.11098793,0.400887903,0.486741107,0.071128176,0.146131435
salvia_columbariae_n,salvia_columbariae_n,salcol_n,93.19,4.5767,0.753,123.7583001,0.835470973,salcol_n,540,SALCOL-N,N,1.82,43.4,23.84615385,,14.4,4.273952113,0.29680223,NA,NA,NA,NA,NA,NA,NA,NA
salvia_leucophylla_n,salvia_leucophylla_n,salleu_n,25.705,0.7437,0.3441,74.70212148,0.537313433,salleu_n,542,SALLEU-N,N,1.26,49.65,39.4047619,,103,21.30727575,0.206866755,NA,NA,133.3,25.63006048,0.192273522,0.54253197,0.272628701,0.502511772
salvia_leucophylla_s,salvia_leucophylla_s,salleu_s,22.921,0.7827,0.3231,70.94088517,0.58719816,salleu_s,543,SALLEU-S,S,1.41,56.76,40.25531915,,NA,NA,NA,NA,NA,159.8,55.25657326,0.345785815,0.490889008,0.055936851,0.113950099
salvia_mellifera_n,salvia_melifera_n,salmel_n,34.982,1.6313,0.6105,57.3005733,0.625758597,salmel_n,544,SALMEL-N,N,1.07,43.42,40.57943925,,100.4,22.56447552,0.224745772,NA,NA,303,31.28720008,0.103258086,0.540523915,0.11933549,0.220777447
salvia_mellifera_s,salvia_melifera_s,salmel_s,29.647,1.3282,0.5536,53.55310694,0.583195302,salmel_s,545,SALMEL-S,S,0.96,46.8,48.75,,85.1,26.42578707,0.310526288,NA,NA,326.5,79.26923181,0.242784783,0.553734594,0.075346471,0.136069648
salvia_sonomensis_n,salvia_sonomensis_n,salson_n,26.059,1.123,0.4002,65.11494253,0.643633126,salson_n,547,SALSON-N,N,1.45,27.51,18.97241379,,5.3,1.059349905,0.199877341,NA,NA,362.1,85.58485068,0.236356947,NA,NA,NA
sambucus_mexicana_n,sambucus_mexicanus_n,sammex_n,1308.268,27.1681,4.0828,320.4340159,0.849720812,sammex_n,953,SAMMEX-N,N,4.58,44.73,9.766375546,,475,199.3740204,0.41973478,NA,NA,1.545,0.354690789,0.229573326,0.293613532,0.075707423,0.257847186
sambucus_mexicana_s,sambucus_mexicanus_s,sammex_s,183.774,6.89,2.2347,82.23654182,0.675660377,sammex_s,548,SAMMEX-S,S,1.06,45.55,42.97169811,,234,26.33122354,0.112526596,NA,NA,163.8,35.06755385,0.21408763,0.595677492,0.052369631,0.087916082
sambucus_racemosa_n,sambucus_racemosa_n,samrac_n,1230.524,38.1867,9.7574,126.1118741,0.744481717,samrac_n,549,SAMRAC-N,N,2.68,45.78,17.08208955,,377,126.7587385,0.336230076,NA,NA,168,39.87480407,0.237350024,0.374229192,0.055141682,0.147347356
sanicula_bipinnata_n,sanicula_bipinnata_n,sanbip_n,56.691,1.558,0.2852,198.7762973,0.816944801,sanbip_n,951,SANBIP-N,N,2.38,41.29,17.3487395,,35.8,4.263540521,0.119093311,NA,NA,NA,NA,NA,NA,NA,NA
sanicula_bipinnatifida_n,sanicula_bipinnatifida_n,sanbif_n,300.473,12.0819,2.0764,144.7086303,0.828139614,sanbif_n,550,SANBIF-N,N,2.41,41.31,17.14107884,,11.9,2.282785822,0.191830741,NA,NA,NA,NA,NA,NA,NA,NA
sanicula_bipinnatifida_s,sanicula_bipinnatifida_s,sanbif_s,157.698,4.6291,0.9297,169.6224589,0.799161824,sanbif_s,551,SANBIF-S,S,2.6,40.45,15.55769231,,11,3.091206165,0.281018742,NA,NA,NA,NA,NA,NA,NA,NA
sanicula_crassicaulis_n,sanicula_crassicaulis_n,sancra_n,518.568,13.1732,1.7583,294.9257806,0.866524459,sancra_n,950,SANCRA-N,N,2,38.18,19.09,,68.3,35.50289503,0.519808126,NA,NA,0.97,0.334331838,0.344671998,NA,NA,NA
sanicula_crassicaulis_s,sanicula_crassicaulis_s,sancra_s,123.785,3.4075,0.5683,217.8162942,0.833220836,sancra_s,552,SANCRA-S,S,1.89,38.68,20.46560847,,15.35,8.485445055,0.552797723,NA,NA,3,1.208304597,0.402768199,NA,NA,NA
sanicula_peckiana_s,sanicula_peckiana_s,sanpec_s,207.844,7.61,1.2257,169.5716733,0.838935611,sanpec_s,553,SANPEC-S,S,2.2,42.3,19.22727273,,13.8,5.751521538,0.416776923,NA,NA,1.55,0.483620604,0.312013293,NA,NA,NA
sanicula_tuberosa_s,sanicula_tuberosa_s,santub_s,54.298,1.6164,0.3591,151.2057923,0.777839644,santub_s,554,SANTUB-S,S,1.91,42.13,22.05759162,,8,4.163331999,0.5204165,NA,NA,NA,NA,NA,NA,NA,NA
saxifraga_ferruginea_n,saxifraga_ferruginea_n,saxfer_n,34.467,1.2341,0.1193,288.9103101,0.903330362,saxfer_n,555,SAXFER-?,N,1.74,38.52,22.13793103,saxfer_n missing from CN,4.6,1.173787791,0.255171259,NA,NA,89,18.826695,0.211535899,NA,NA,NA
scandix_pecten_veneris_n,scandix_pecten_veneris_n,scapec_n,38.828,1.0681,0.1888,205.6567797,0.823237525,scapec_n,556,SCAPEC-N,N,2.28,39.68,17.40350877,,17.9,6.822348895,0.38113681,NA,NA,NA,NA,NA,NA,NA,NA
scutellaria_antirrhinoides_n,scutellaria_antirrhinoides_n,scuant_n,15.077,0.3266,0.0792,190.3661616,0.757501531,scuant_n,558,SCUANT-N,N,1.39,44.35,31.90647482,,30.5,7.90569415,0.259203087,NA,NA,NA,NA,NA,NA,NA,NA
scutellaria_californica_n,scutellaria_californica_n,scucal_n,31.14,0.5494,0.1613,193.0564166,0.706406989,scucal_n,557,SCUCAL-N,N,0.5,18.4,36.8,,42.5,8.809716858,0.207287455,NA,NA,130.2,27.95154538,0.214681608,NA,NA,NA
scutellaria_siphocampyloides_s,scutellaria_siphoncampyloides_s,scusip_s,14.97,0.323,0.068,220.1470588,0.789473684,scusip_s,559,SCUSYP-S,S,1.42,44.2,31.12676056,scusip_s missing from CN,20.4,5.399588462,0.264685709,NA,NA,NA,NA,NA,NA,NA,NA
sedum_laxum_s,sedum_laxum_s,sedlax_s,22.926,5.7,0.6247,36.69921562,0.890403509,sedlax_s,949,SEDLAX-S,S,0.56,42.32,75.57142857,,5.8,4.962078418,0.855530762,NA,NA,7.265,1.272803118,0.175196575,NA,NA,NA
sedum_oregonense_n,sedum_oregonense_n,sedore_n,18.696,3.19,1.0884,17.17750827,0.658808777,sedore_n,560,SEDORE-N,N,0.67,44.08,65.79104478,,8.5,4.169998668,0.490588079,NA,NA,NA,NA,NA,NA,NA,NA
sedum_spathulifolium_n,sedum_spathulifolium_n,sedspa_n,5.487,0.90485,0.09935,72.06428,0.890202796,sedspa_n,561,SEDSPA-N,N,0.61,40.84,66.95081967,,8.65,2.109502311,0.2438731,NA,NA,3.88,1.036875649,0.267235992,NA,NA,NA
senecio_eurycephalus_s,senecio_eurycephalus_s,seneur_s,46.279,2.00715,0.5192,93.93038,0.741324764,seneur_s,562,SENEUR-S,S,1.59,44.7,28.11320755,,38.95,8.500619172,0.218244395,NA,NA,2.66,0.71523112,0.26888388,NA,NA,NA
senecio_greenei_s,senecio_greenei_s,sengre_s,76.807,3.451,0.5526,138.9920376,0.839872501,sengre_s,563,SENGRE-S,S,1.87,45.49,24.32620321,,5.4,0.966091783,0.178905886,NA,NA,1.53,0.520789998,0.34038562,NA,NA,NA
senecio_hesperius_s,senecio_hesperius_s,senhes_s,30.969,1.505,0.2564,120.7839314,0.829634551,senhes_s,564,SENHES-S,S,1.74,43.8,25.17241379,,15.16666667,3.311595789,0.218346975,NA,NA,1.685,0.377896223,0.224270756,NA,NA,NA
senecio_triangularis_n,senecio_triangularis_n,sentri_n,113.838,2.1228,0.2093,543.89871,0.901403806,sentri_n,565,SENTRI-N,N,4.59,41.89,9.126361656,,25.3,3.860051813,0.152571218,NA,NA,59.4,14.78888471,0.248971123,NA,NA,NA
senecio_vulgaris_n,senecio_vulgaris_n,senvul_n,16.685,0.7342,0.1016,164.2224409,0.861618088,senvul_n,566,SENVUL-N,N,1.56,37.45,24.00641026,,21.15,5.372408936,0.254014607,NA,NA,171.6,18.79834508,0.109547466,NA,NA,NA
senecio_vulgaris_s,senecio_vulgaris_s,senvul_s,34.694,1.2906,0.1878,184.7390841,0.854486285,senvul_s,567,SENVUL-S,S,2.25,39.23,17.43555556,,31.2,17.38326143,0.557155815,NA,NA,101.2,30.11016809,0.297531305,NA,NA,NA
sequoia_sempervirens_n,sequoia_sempervirens_n,seqsem_n,3.382,0.1329,0.0485,69.73195876,0.635063958,seqsem_n,568,SEQSEM-N,N,0.82,42.57,51.91463415,,2250,634.6477588,0.282065671,NA,NA,NA,NA,NA,0.478937667,0.100635248,0.210121808
sidalcea_diploscypha_n,sidalcea_diploscypha_n,siddip_n,29.275,0.8137,0.1357,215.7332351,0.83323092,siddip_n,569,SIDDIP-N,N,2.43,40.16,16.52674897,,29.9,7.04666982,0.235674576,NA,NA,65.4,10.27618606,0.157128227,NA,NA,NA
sidalcea_diploscypha_s,sidalcea_diploscypha_s,siddip_s,97.032,3.156,0.5003,193.9476314,0.841476553,siddip_s,570,SIDDIP-S,S,2.91,40.11,13.78350515,,7.7,1.33749351,0.173700456,NA,NA,75.7,13.42510087,0.177346115,NA,NA,NA
sidalcea_malviflora_s,sidalcea_malvaeflora_s,sidmal_s,113.023,4.64,0.8688,130.09093,0.812758621,sidmal_s,571,SIDMAL-S,S,2.61,39.22,15.02681992,,12.9,5.78215646,0.448229183,30,1,1.04,0.337309617,0.32433617,NA,NA,NA
silene_californica_s,silene_californica_s,silcal_s,61.624,2.1151,0.3293,187.1363498,0.844309962,silcal_s,575,SILCAL-S,S,2.33,37.77,16.21030043,,11.3,1.888562063,0.167129386,NA,NA,1.92,0.428952212,0.22341261,NA,NA,NA
silene_campanulata_s,silene_campanulata_s,silcam_s,28.735,0.89,0.1428,201.2254902,0.839550562,silcam_s,572,SILCAM-S,S,2.6,39.54,15.20769231,,13.3,3.529242915,0.26535661,NA,NA,1.79,0.542524961,0.30308657,NA,NA,NA
silene_gallica_n,silene_gallica_n,silgal_n,25.74,0.8564,0.1098,234.4262295,0.871788884,silgal_n,573,SILGAL-N,N,1.57,36.5,23.24840764,,42.7,8.313977521,0.194706734,NA,NA,118.1,26.39212846,0.223472722,NA,NA,NA
silene_gallica_s,silene_gallica_s,silgal_s,12.806,0.4543,0.0661,193.7367625,0.854501431,silgal_s,574,SILGAL-S,S,2.55,35.6,13.96078431,,25.7,6.447221624,0.250864655,NA,NA,1.98,0.844327477,0.426428019,NA,NA,NA
silene_hookeri_s,silene_hookeri_s,silhoo_s,24.744,0.83,0.1366,181.1420205,0.835421687,silhoo_s,576,SILHOO-S,S,2.29,30.31,13.23580786,,3.72,1.388684429,0.373302266,NA,NA,2.91,0.677331365,0.232759919,NA,NA,NA
sisymbrium_officinale_n,sisymbrium_officinale_n,sisoff_n,72.993,1.3055,0.1818,401.5016502,0.86074301,sisoff_n,579,SISOFF-N,N,3.58,35.2,9.832402235,,48.8,25.4200271,0.520902195,25,1,56.6,18.72134848,0.330765874,NA,NA,NA
sisyrinchium_bellum_n,sisyrinchium_bellum_n,sisbel_n,95.638,2.3178,0.4636,206.2942192,0.799982742,sisbel_n,577,SISBEL-N,N,1.66,41.24,24.84337349,,32.8,3.293090409,0.100399098,NA,NA,NA,NA,NA,NA,NA,NA
sisyrinchium_bellum_s,sisyrinchium_bellum_s,sisbel_s,81.138,2.2401,0.5277,153.7578169,0.764430159,sisbel_s,578,SISBEL-S,S,2.11,40.16,19.03317536,,34.9,2.766867463,0.07927987,NA,NA,NA,NA,NA,NA,NA,NA
smilacina_racemosa_n,smilacina_racemosa_n,smirac_n,690.849,18.0521,2.3356,295.7908032,0.870618931,smirac_n,580,SMIRAC-N,N,2.37,41.88,17.67088608,,59.4,11.05742586,0.186151951,NA,NA,2.13,0.525039681,0.246497503,NA,NA,NA
smilacina_stellata_n,smilacina_stellata_n,smiste_n,247.069,4.6073,0.6053,408.176111,0.868621535,smiste_n,581,SMISTE-N,N,2.87,42.75,14.89547038,,44,8.511430223,0.193441596,NA,NA,1.75,0.397911213,0.227377836,NA,NA,NA
